Delivery Status,Late_delivery_risk,Days for shipping (real),Days for shipment (scheduled),Shipping Mode,Order Region,Order Country,order date (DateOrders)
Late delivery,1,6,4,Standard Class,South America,Argentina,3/10/2015 0:15
Late delivery,1,5,4,Standard Class,South America,Brasil,2/21/2015 15:31
Advance shipping,0,2,4,Standard Class,Central America,El Salvador,2/16/2017 0:50
Shipping on time,0,4,4,Standard Class,South America,Brasil,3/6/2017 9:13
Advance shipping,0,2,4,Standard Class,Central America,México,4/9/2015 21:35
Late delivery,1,5,4,Standard Class,Central America,México,2/6/2017 1:54
Advance shipping,0,2,4,Standard Class,Central America,Guatemala,5/31/2017 2:47
Late delivery,1,6,4,Standard Class,Central America,Guatemala,5/4/2015 15:04
Advance shipping,0,3,4,Standard Class,South America,Brasil,3/25/2015 8:49
Late delivery,1,5,4,Standard Class,South America,Brasil,5/16/2015 21:00
Late delivery,1,6,4,Standard Class,South America,Colombia,4/29/2015 3:41
Advance shipping,0,3,4,Standard Class,South Asia,India,1/12/2018 19:59
Advance shipping,0,2,4,Standard Class,Eastern Asia,China,1/12/2018 19:38
Late delivery,1,6,2,Second Class,Eastern Asia,China,1/12/2018 19:17
Late delivery,1,5,4,Standard Class,South Asia,Afganistán,1/12/2018 18:56
Shipping on time,0,4,4,Standard Class,South Asia,Afganistán,1/12/2018 18:35
Advance shipping,0,3,4,Standard Class,South Asia,Afganistán,1/12/2018 18:14
Shipping canceled,0,2,4,Standard Class,Oceania,Australia,1/12/2018 17:53
Late delivery,1,6,2,Second Class,Southeast Asia,Indonesia,1/12/2018 17:32
Late delivery,1,5,4,Standard Class,Oceania,Australia,1/12/2018 17:11
Late delivery,1,2,1,First Class,Eastern Asia,China,1/12/2018 16:50
Advance shipping,0,3,4,Standard Class,Eastern Asia,China,1/12/2018 16:29
Advance shipping,0,2,4,Standard Class,Eastern Asia,China,1/12/2018 16:08
Late delivery,1,6,4,Standard Class,Eastern Asia,China,1/12/2018 15:47
Late delivery,1,5,4,Standard Class,South Asia,India,1/12/2018 15:26
Shipping on time,0,4,4,Standard Class,South Asia,India,1/12/2018 15:05
Advance shipping,0,3,4,Standard Class,Southeast Asia,Indonesia,1/12/2018 14:44
Advance shipping,0,2,4,Standard Class,Southeast Asia,Indonesia,1/12/2018 14:23
Late delivery,1,6,2,Second Class,Southeast Asia,Indonesia,1/12/2018 14:02
Late delivery,1,5,4,Standard Class,Southeast Asia,Indonesia,1/12/2018 13:41
Shipping on time,0,4,4,Standard Class,South Asia,India,1/12/2018 13:20
Advance shipping,0,3,4,Standard Class,South Asia,India,1/12/2018 12:59
Late delivery,1,2,1,First Class,South Asia,India,1/12/2018 12:38
Late delivery,1,2,1,First Class,South Asia,India,1/12/2018 12:17
Late delivery,1,2,1,First Class,South Asia,India,1/12/2018 11:56
Late delivery,1,2,1,First Class,Eastern Asia,China,1/12/2018 11:35
Shipping on time,0,0,0,Same Day,Southeast Asia,Indonesia,1/12/2018 11:14
Shipping on time,0,0,0,Same Day,Southeast Asia,Indonesia,1/12/2018 10:53
Shipping on time,0,0,0,Same Day,Oceania,Australia,1/12/2018 10:32
Late delivery,1,5,4,Standard Class,Oceania,Australia,1/12/2018 10:11
Shipping on time,0,4,4,Standard Class,Oceania,Australia,1/12/2018 9:50
Advance shipping,0,3,4,Standard Class,Oceania,Australia,1/12/2018 9:29
Advance shipping,0,2,4,Standard Class,Oceania,Australia,1/12/2018 9:08
Late delivery,1,6,4,Standard Class,Oceania,Australia,1/12/2018 8:47
Shipping canceled,0,5,4,Standard Class,Eastern Asia,China,1/12/2018 8:26
Late delivery,1,4,2,Second Class,Oceania,Australia,1/12/2018 8:05
Advance shipping,0,3,4,Standard Class,Oceania,Australia,1/12/2018 7:44
Shipping on time,0,2,2,Second Class,Eastern Asia,China,1/12/2018 7:23
Late delivery,1,2,1,First Class,Southeast Asia,Indonesia,1/12/2018 7:02
Late delivery,1,5,2,Second Class,Southeast Asia,Indonesia,1/12/2018 6:41
Late delivery,1,4,2,Second Class,Eastern Asia,Japón,1/12/2018 6:20
Advance shipping,0,3,4,Standard Class,South Asia,Pakistán,1/12/2018 5:59
Advance shipping,0,2,4,Standard Class,Eastern Asia,China,1/12/2018 5:38
Late delivery,1,6,4,Standard Class,South Asia,India,1/12/2018 5:16
Late delivery,1,5,4,Standard Class,South Asia,India,1/12/2018 4:55
Late delivery,1,4,2,Second Class,South Asia,India,1/12/2018 4:34
Shipping canceled,0,3,2,Second Class,South Asia,India,1/12/2018 4:13
Advance shipping,0,2,4,Standard Class,South Asia,India,1/12/2018 3:52
Late delivery,1,6,4,Standard Class,Southeast Asia,Indonesia,1/12/2018 3:31
Late delivery,1,5,4,Standard Class,Southeast Asia,Vietnam,1/12/2018 3:10
Late delivery,1,4,2,Second Class,Southeast Asia,Vietnam,1/12/2018 2:49
Advance shipping,0,3,4,Standard Class,Southeast Asia,Vietnam,1/12/2018 2:28
Advance shipping,0,2,4,Standard Class,Southeast Asia,Vietnam,1/12/2018 2:07
Late delivery,1,6,2,Second Class,Eastern Asia,China,1/12/2018 1:46
Late delivery,1,5,2,Second Class,Eastern Asia,China,1/12/2018 1:25
Late delivery,1,2,1,First Class,Eastern Asia,Corea del Sur,1/12/2018 1:04
Late delivery,1,2,1,First Class,Southeast Asia,Filipinas,1/12/2018 0:43
Shipping on time,0,2,2,Second Class,Southeast Asia,Filipinas,1/12/2018 0:22
Late delivery,1,6,2,Second Class,South Asia,India,1/12/2018 0:01
Late delivery,1,5,2,Second Class,South Asia,India,1/11/2018 23:40
Late delivery,1,2,1,First Class,South Asia,India,1/11/2018 23:19
Late delivery,1,2,1,First Class,South Asia,India,1/11/2018 22:58
Late delivery,1,2,1,First Class,South Asia,India,1/11/2018 22:37
Late delivery,1,6,4,Standard Class,Southeast Asia,Indonesia,1/11/2018 22:16
Late delivery,1,5,4,Standard Class,Southeast Asia,Indonesia,1/11/2018 21:55
Shipping on time,0,4,4,Standard Class,Southeast Asia,Indonesia,1/11/2018 21:34
Advance shipping,0,3,4,Standard Class,Oceania,Australia,1/11/2018 21:13
Advance shipping,0,2,4,Standard Class,Southeast Asia,Tailandia,1/11/2018 20:52
Late delivery,1,6,4,Standard Class,Southeast Asia,Tailandia,1/11/2018 20:31
Late delivery,1,5,4,Standard Class,South Asia,Bangladés,1/11/2018 20:10
Shipping on time,0,4,4,Standard Class,South Asia,Bangladés,1/11/2018 19:49
Advance shipping,0,3,4,Standard Class,South Asia,India,1/11/2018 19:28
Advance shipping,0,2,4,Standard Class,South Asia,India,1/11/2018 19:07
Late delivery,1,6,4,Standard Class,Southeast Asia,Tailandia,1/11/2018 18:46
Late delivery,1,5,4,Standard Class,Southeast Asia,Tailandia,1/11/2018 18:25
Shipping on time,0,4,4,Standard Class,Oceania,Australia,1/11/2018 18:04
Advance shipping,0,3,4,Standard Class,Oceania,Australia,1/11/2018 17:43
Advance shipping,0,2,4,Standard Class,Southeast Asia,Malasia,1/11/2018 17:22
Late delivery,1,6,4,Standard Class,Eastern Asia,China,1/11/2018 17:01
Late delivery,1,5,4,Standard Class,Eastern Asia,China,1/11/2018 16:40
Late delivery,1,4,2,Second Class,Southeast Asia,Singapur,1/11/2018 16:19
Late delivery,1,3,2,Second Class,Oceania,Australia,1/11/2018 15:58
Late delivery,1,2,1,First Class,Eastern Asia,China,1/11/2018 15:37
Late delivery,1,6,2,Second Class,Eastern Asia,China,1/11/2018 15:16
Late delivery,1,5,2,Second Class,Eastern Asia,China,1/11/2018 14:55
Late delivery,1,4,2,Second Class,Eastern Asia,China,1/11/2018 14:34
Late delivery,1,1,0,Same Day,Eastern Asia,China,1/11/2018 14:13
Late delivery,1,1,0,Same Day,Eastern Asia,China,1/11/2018 13:52
Late delivery,1,1,0,Same Day,Oceania,Australia,1/11/2018 13:31
Late delivery,1,1,0,Same Day,Oceania,Australia,1/11/2018 13:10
Late delivery,1,1,0,Same Day,Oceania,Australia,1/11/2018 12:49
Shipping canceled,0,1,0,Same Day,Oceania,Australia,1/11/2018 12:28
Late delivery,1,1,0,Same Day,South Asia,India,1/11/2018 12:06
Late delivery,1,6,4,Standard Class,South Asia,India,1/11/2018 11:45
Late delivery,1,5,4,Standard Class,Southeast Asia,Vietnam,1/11/2018 11:24
Shipping on time,0,4,4,Standard Class,South Asia,India,1/11/2018 11:03
Advance shipping,0,3,4,Standard Class,Eastern Asia,China,1/11/2018 10:42
Late delivery,1,6,2,Second Class,Central America,Guatemala,3/28/2015 0:55
Late delivery,1,6,2,Second Class,Central America,Nicaragua,2/15/2015 16:13
Shipping on time,0,2,2,Second Class,West Asia,Arabia Saudí,12/23/2016 21:03
Late delivery,1,6,2,Second Class,Oceania,Nueva Zelanda,3/18/2016 8:50
Late delivery,1,5,2,Second Class,West Asia,Turquía,12/31/2016 15:47
Late delivery,1,3,2,Second Class,Southeast Asia,Indonesia,2/10/2016 9:25
Late delivery,1,3,2,Second Class,Eastern Asia,Mongolia,11/28/2016 1:18
Shipping on time,0,2,2,Second Class,Southeast Asia,Indonesia,4/1/2016 20:01
Shipping on time,0,2,2,Second Class,Eastern Asia,China,11/19/2015 5:51
Late delivery,1,6,2,Second Class,Oceania,Australia,1/10/2016 15:14
Shipping on time,0,2,2,Second Class,Southeast Asia,Indonesia,4/1/2016 20:01
Late delivery,1,5,2,Second Class,Oceania,Australia,11/30/2015 2:09
Late delivery,1,5,2,Second Class,Oceania,Australia,1/31/2016 13:38
Late delivery,1,3,2,Second Class,South Asia,India,2/17/2016 23:35
Late delivery,1,5,2,Second Class,West of USA ,Estados Unidos,7/25/2016 14:47
Late delivery,1,6,2,Second Class,West of USA ,Estados Unidos,4/13/2016 10:12
Shipping on time,0,2,2,Second Class,West of USA ,Estados Unidos,5/20/2016 12:25
Late delivery,1,5,2,Second Class,East of USA,Estados Unidos,7/3/2016 20:46
Late delivery,1,5,2,Second Class,East of USA,Estados Unidos,7/3/2016 20:46
Late delivery,1,4,2,Second Class,US Center ,Estados Unidos,5/22/2016 14:10
Late delivery,1,6,2,Second Class,South of  USA ,Estados Unidos,8/8/2016 3:12
Late delivery,1,3,2,Second Class,Southern Africa,SudAfrica,11/20/2016 21:38
Shipping on time,0,2,2,Second Class,Southern Africa,SudAfrica,10/15/2016 12:55
Late delivery,1,6,2,Second Class,Western Europe,Alemania,7/22/2015 17:56
Shipping on time,0,2,2,Second Class,Western Europe,Francia,9/7/2015 4:22
Shipping on time,0,2,2,Second Class,Western Europe,Alemania,6/15/2015 5:54
Late delivery,1,4,2,Second Class,Northern Europe,Reino Unido,8/4/2017 2:31
Late delivery,1,3,2,Second Class,Northern Europe,Reino Unido,9/8/2015 12:15
Late delivery,1,3,2,Second Class,Western Europe,Alemania,7/7/2015 5:31
Shipping on time,0,2,2,Second Class,Western Europe,Francia,6/24/2015 5:21
Late delivery,1,3,2,Second Class,Western Europe,Francia,9/24/2017 13:08
Shipping on time,0,2,2,Second Class,Eastern Europe,Rumania,10/29/2016 18:30
Late delivery,1,4,2,Second Class,Northern Europe,Reino Unido,8/4/2017 2:31
Shipping on time,0,2,2,Second Class,Northern Europe,Reino Unido,7/20/2015 11:58
Late delivery,1,3,2,Second Class,Eastern Europe,Ucrania,12/25/2016 8:26
Late delivery,1,5,2,Second Class,Northern Europe,Reino Unido,10/11/2015 19:44
Shipping on time,0,2,2,Second Class,Western Europe,Francia,7/22/2017 7:16
Late delivery,1,3,2,Second Class,Eastern Europe,Ucrania,12/25/2016 8:26
Shipping on time,0,2,2,Second Class,Central America,Guatemala,1/27/2017 18:23
Late delivery,1,5,2,Second Class,Caribbean,República Dominicana,4/30/2017 3:21
Late delivery,1,4,2,Second Class,Central America,México,4/7/2017 8:28
Late delivery,1,3,2,Second Class,Central America,México,2/15/2017 14:40
Late delivery,1,4,2,Second Class,Central America,México,5/7/2017 10:11
Late delivery,1,6,2,Second Class,Central America,México,4/1/2017 6:02
Late delivery,1,3,2,Second Class,South America,Brasil,3/15/2015 14:05
Late delivery,1,3,2,Second Class,Central America,México,2/15/2017 14:40
Shipping on time,0,2,2,Second Class,Central America,Honduras,3/21/2017 7:37
Late delivery,1,4,2,Second Class,South America,Brasil,3/1/2017 3:05
Late delivery,1,5,2,Second Class,Eastern Asia,China,11/7/2015 2:22
Late delivery,1,3,2,Second Class,Eastern Asia,Mongolia,11/28/2016 1:18
Late delivery,1,5,2,Second Class,Oceania,Nueva Zelanda,4/1/2016 0:03
Late delivery,1,3,2,Second Class,South Asia,Irán,10/30/2016 3:37
Shipping on time,0,2,2,Second Class,Oceania,Australia,12/26/2015 23:29
Late delivery,1,5,2,Second Class,West Asia,Turquía,12/31/2016 15:47
Late delivery,1,5,2,Second Class,Southeast Asia,Vietnam,12/1/2015 14:56
Late delivery,1,3,2,Second Class,Southeast Asia,Myanmar (Birmania),11/16/2015 16:53
Late delivery,1,5,2,Second Class,Eastern Asia,Japón,11/11/2015 7:58
Shipping on time,0,2,2,Second Class,West Asia,Turquía,10/25/2016 14:39
Late delivery,1,6,2,Second Class,Oceania,Australia,12/19/2015 15:58
Late delivery,1,5,2,Second Class,West of USA ,Estados Unidos,7/25/2016 14:47
Late delivery,1,3,2,Second Class,West of USA ,Estados Unidos,4/13/2016 14:24
Late delivery,1,4,2,Second Class,West of USA ,Estados Unidos,7/5/2016 5:42
Late delivery,1,3,2,Second Class,US Center ,Estados Unidos,7/6/2016 18:08
Late delivery,1,6,2,Second Class,East of USA,Estados Unidos,4/10/2016 17:23
Late delivery,1,5,2,Second Class,South of  USA ,Estados Unidos,6/13/2016 10:17
Late delivery,1,3,2,Second Class,US Center ,Estados Unidos,7/6/2016 18:08
Late delivery,1,6,2,Second Class,South of  USA ,Estados Unidos,8/8/2016 3:12
Late delivery,1,6,2,Second Class,South of  USA ,Estados Unidos,8/8/2016 3:12
Late delivery,1,5,2,Second Class,Central Africa,República Democrática del Congo,12/7/2016 3:12
Late delivery,1,5,2,Second Class,North Africa,Marruecos,12/8/2016 0:14
Late delivery,1,5,2,Second Class,Southern Europe,Italia,9/16/2015 15:24
Shipping on time,0,2,2,Second Class,Southern Europe,Italia,8/19/2015 3:10
Late delivery,1,5,2,Second Class,Western Europe,Alemania,6/27/2015 18:29
Late delivery,1,6,2,Second Class,Western Europe,Países Bajos,8/25/2017 10:44
Late delivery,1,6,2,Second Class,Western Europe,Austria,7/11/2015 19:10
Late delivery,1,5,2,Second Class,Western Europe,Alemania,8/29/2015 0:42
Shipping on time,0,2,2,Second Class,Southern Europe,Italia,8/19/2015 3:10
Late delivery,1,6,2,Second Class,Western Europe,Francia,8/7/2017 6:33
Late delivery,1,5,2,Second Class,Northern Europe,Reino Unido,7/30/2015 23:31
Shipping on time,0,2,2,Second Class,Northern Europe,Reino Unido,7/20/2015 11:58
Late delivery,1,5,2,Second Class,Western Europe,Francia,9/19/2017 7:43
Late delivery,1,6,2,Second Class,Western Europe,Francia,8/7/2017 6:33
Late delivery,1,6,2,Second Class,Western Europe,Países Bajos,8/25/2017 10:44
Late delivery,1,5,2,Second Class,Western Europe,Alemania,8/10/2017 16:32
Shipping on time,0,2,2,Second Class,Western Europe,Francia,6/24/2015 5:21
Late delivery,1,6,2,Second Class,Western Europe,Alemania,7/22/2015 17:56
Shipping on time,0,2,2,Second Class,Eastern Europe,Rumania,1/17/2017 18:23
Shipping on time,0,2,2,Second Class,Central America,México,2/6/2017 11:21
Late delivery,1,3,2,Second Class,Central America,México,2/15/2017 14:40
Late delivery,1,4,2,Second Class,Western Europe,Países Bajos,9/16/2017 0:32
Shipping on time,0,2,2,Second Class,Southern Europe,Italia,8/14/2015 2:18
Late delivery,1,6,2,Second Class,Northern Europe,Finlandia,7/13/2015 0:57
Late delivery,1,3,2,Second Class,Southern Europe,Italia,11/7/2017 16:56
Late delivery,1,3,2,Second Class,Southern Europe,Italia,7/13/2015 3:24
Late delivery,1,4,2,Second Class,Western Europe,Países Bajos,9/16/2017 0:32
Late delivery,1,5,2,Second Class,Western Europe,Francia,10/2/2017 11:01
Late delivery,1,3,2,Second Class,Western Europe,Francia,8/13/2017 22:39
Late delivery,1,6,2,Second Class,Western Europe,Alemania,8/8/2017 8:49
Late delivery,1,3,2,Second Class,Western Europe,Alemania,8/5/2015 13:42
Late delivery,1,5,2,Second Class,Eastern Europe,Rusia,11/5/2016 17:58
Late delivery,1,3,2,Second Class,Northern Europe,Reino Unido,11/5/2017 14:08
Late delivery,1,3,2,Second Class,Northern Europe,Reino Unido,7/22/2017 19:53
Late delivery,1,6,2,Second Class,Northern Europe,Reino Unido,10/8/2015 6:15
Late delivery,1,5,2,Second Class,Northern Europe,Reino Unido,9/20/2015 21:00
Shipping on time,0,2,2,Second Class,Northern Europe,Finlandia,6/8/2015 2:13
Late delivery,1,3,2,Second Class,Southern Europe,España,9/21/2017 4:33
Shipping on time,0,2,2,Second Class,Southern Europe,Italia,8/14/2015 2:18
Shipping on time,0,2,2,Second Class,Western Europe,Francia,11/6/2017 9:03
Late delivery,1,5,2,Second Class,Western Europe,Francia,10/2/2017 11:01
Late delivery,1,3,2,Second Class,Western Europe,Francia,8/13/2017 22:39
Late delivery,1,4,2,Second Class,Western Europe,Alemania,9/5/2015 11:02
Late delivery,1,5,2,Second Class,Eastern Europe,Rusia,12/25/2016 23:09
Shipping on time,0,2,2,Second Class,Northern Europe,Reino Unido,8/29/2015 1:24
Shipping on time,0,2,2,Second Class,Northern Europe,Finlandia,6/8/2015 2:13
Late delivery,1,6,2,Second Class,Western Europe,Francia,8/7/2015 8:48
Late delivery,1,6,2,Second Class,Northern Europe,Reino Unido,9/20/2015 19:36
Shipping on time,0,2,2,Second Class,Northern Europe,Finlandia,6/8/2015 2:13
Late delivery,1,5,2,Second Class,Southern Europe,Italia,7/6/2015 21:27
Shipping on time,0,2,2,Second Class,Western Europe,Francia,8/2/2015 20:32
Late delivery,1,6,2,Second Class,Western Europe,Alemania,6/10/2015 9:56
Late delivery,1,5,2,Second Class,Western Europe,Países Bajos,8/15/2017 17:24
Late delivery,1,4,2,Second Class,Western Europe,Francia,9/18/2015 23:06
Late delivery,1,4,2,Second Class,Western Europe,Países Bajos,9/6/2015 2:48
Late delivery,1,6,2,Second Class,Western Europe,Francia,7/23/2015 21:57
Late delivery,1,6,2,Second Class,Western Europe,Alemania,6/10/2015 9:56
Late delivery,1,5,2,Second Class,Western Europe,Países Bajos,7/18/2015 17:14
Late delivery,1,4,2,Second Class,Eastern Europe,Polonia,10/9/2016 22:44
Late delivery,1,6,2,Second Class,Northern Europe,Suecia,7/10/2015 11:38
Late delivery,1,4,2,Second Class,Northern Europe,Irlanda,7/4/2015 2:32
Late delivery,1,3,2,Second Class,Southern Europe,España,8/30/2017 0:02
Late delivery,1,6,2,Second Class,Western Europe,Francia,7/5/2017 15:32
Late delivery,1,6,2,Second Class,Western Europe,Francia,10/4/2015 14:40
Late delivery,1,6,2,Second Class,Southern Europe,Italia,10/14/2015 5:54
Shipping on time,0,2,2,Second Class,Western Europe,Alemania,8/6/2017 23:53
Late delivery,1,6,2,Second Class,Western Europe,Francia,10/10/2015 21:19
Late delivery,1,6,2,Second Class,Northern Europe,Reino Unido,8/6/2017 21:47
Late delivery,1,6,2,Second Class,Northern Europe,Reino Unido,10/21/2015 4:19
Late delivery,1,6,2,Second Class,Northern Europe,Reino Unido,9/24/2015 7:41
Late delivery,1,6,2,Second Class,Northern Europe,Suecia,9/17/2015 23:17
Late delivery,1,3,2,Second Class,Southern Europe,España,10/17/2015 6:25
Late delivery,1,5,2,Second Class,Southern Europe,España,6/2/2015 10:38
Late delivery,1,3,2,Second Class,Northern Europe,Reino Unido,8/1/2017 12:52
Late delivery,1,5,2,Second Class,Northern Europe,Noruega,8/11/2015 21:03
Late delivery,1,5,2,Second Class,Northern Europe,Reino Unido,7/25/2015 6:53
Shipping on time,0,2,2,Second Class,Western Europe,Países Bajos,8/1/2015 9:30
Late delivery,1,4,2,Second Class,Western Europe,Francia,7/5/2015 8:19
Late delivery,1,4,2,Second Class,Eastern Europe,Eslovaquia,11/28/2016 3:24
Late delivery,1,6,2,Second Class,Northern Europe,Suecia,9/22/2017 20:09
Late delivery,1,6,2,Second Class,Northern Europe,Reino Unido,8/4/2015 0:13
Shipping on time,0,2,2,Second Class,Southern Europe,Italia,8/27/2017 10:22
Late delivery,1,6,2,Second Class,Southern Europe,Italia,7/2/2015 23:13
Late delivery,1,3,2,Second Class,Western Europe,Francia,9/15/2017 10:10
Late delivery,1,4,2,Second Class,Northern Europe,Reino Unido,9/29/2015 9:36
Late delivery,1,5,2,Second Class,Northern Europe,Reino Unido,9/19/2015 9:58
